,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season,All_NBA
123,Sidney Green,C,29,ORL,73,1860,12.7,0.501,0.004,0.313,9.1,24.7,16.7,7.5,1.2,0.8,13.6,18.5,0.5,1.2,1.7,0.044,-2.2,-1.2,-3.4,-0.6,1990,0
124,Dave Greenwood,PF,32,DET,37,205,10.9,0.463,0.0,0.558,13.4,29.8,21.6,8.0,1.0,2.8,19.8,17.0,-0.1,0.5,0.4,0.085,-4.6,1.6,-3.0,0.0,1990,0
125,Darrell Griffith,SG,31,UTA,82,1444,13.6,0.536,0.331,0.12,3.7,9.4,6.7,6.9,2.4,0.8,9.9,22.9,0.6,1.8,2.5,0.083,-0.4,0.3,-0.1,0.7,1990,0
126,Scott Haffner,PG,23,MIA,43,559,8.3,0.43,0.097,0.115,1.3,9.0,5.0,20.4,1.1,0.2,12.6,18.8,-0.4,0.3,-0.1,-0.008,-3.9,-1.2,-5.1,-0.4,1990,0
127,Jack Haley,PF,26,TOT,67,1084,8.5,0.449,0.003,0.36,10.7,19.4,14.8,3.5,0.8,0.7,15.2,17.6,-0.6,0.9,0.3,0.013,-5.1,-2.0,-7.1,-1.4,1990,0
128,Tom Hammonds,PF,22,WSB,61,805,10.5,0.475,0.003,0.332,8.1,14.5,11.3,8.5,0.7,1.0,12.0,19.5,0.0,0.5,0.5,0.031,-3.0,-1.9,-4.9,-0.6,1990,0
129,Bob Hansen,SG,29,UTA,81,2174,8.5,0.517,0.271,0.113,3.8,8.3,6.2,9.5,1.2,0.3,11.7,13.5,0.9,2.0,2.8,0.062,-2.1,-0.1,-2.1,-0.1,1990,0
130,Bill Hanzlik,PF,32,DEN,81,1605,10.3,0.525,0.078,0.462,4.1,9.7,6.8,14.0,2.2,1.0,15.4,13.7,1.0,1.9,2.9,0.086,-2.6,1.5,-1.1,0.3,1990,0
131,Tim Hardaway,PG,23,GSW,79,2663,16.0,0.525,0.085,0.28,2.4,9.6,6.2,36.4,2.8,0.2,19.0,20.5,1.9,1.4,3.3,0.06,0.6,-0.8,-0.2,1.2,1990,0
132,Derek Harper,PG,28,DAL,82,3007,19.8,0.567,0.207,0.271,2.1,7.0,4.6,32.2,3.2,0.5,13.7,22.0,6.3,3.6,9.9,0.158,3.3,1.4,4.7,5.0,1990,0
133,Ron Harper,SG,26,TOT,35,1367,20.2,0.54,0.08,0.363,6.2,10.9,8.6,21.9,2.9,1.8,11.9,25.8,2.2,1.7,3.9,0.138,2.8,1.9,4.6,2.3,1990,0
134,Steve Harris,SG,26,LAC,15,93,6.0,0.371,0.0,0.1,6.2,6.1,6.1,1.6,3.6,0.6,10.7,21.0,-0.2,0.1,-0.1,-0.061,-6.9,-0.9,-7.8,-0.1,1990,0
135,Scott Hastings,PF,29,DET,40,166,7.0,0.492,0.364,0.667,4.8,17.1,11.0,6.2,0.9,1.1,14.1,12.9,0.1,0.3,0.3,0.101,-4.6,1.4,-3.1,0.0,1990,0
136,Hersey Hawkins,SG,23,PHI,82,2856,17.0,0.57,0.176,0.384,3.4,8.6,6.0,13.3,2.3,0.6,12.2,22.5,5.5,2.5,8.0,0.135,1.6,0.1,1.7,2.7,1990,0
137,Gerald Henderson,PG,34,TOT,57,464,11.9,0.584,0.349,0.138,2.7,7.9,5.3,22.0,1.7,0.3,17.2,12.9,0.7,0.5,1.2,0.128,-0.3,1.6,1.3,0.4,1990,0
138,Mike Higgins,SF,22,TOT,11,50,10.9,0.565,0.0,1.25,4.4,4.5,4.3,7.0,1.9,2.4,7.5,10.6,0.1,0.1,0.1,0.132,-1.5,1.3,-0.3,0.0,1990,0
139,Rod Higgins,PF,30,GSW,82,1993,15.5,0.6,0.305,0.451,6.8,15.4,11.3,8.8,1.1,1.5,10.9,17.0,4.1,0.9,5.0,0.121,1.9,-0.9,1.0,1.5,1990,0
140,Roy Hinson,PF,28,NJN,25,793,15.2,0.57,0.0,0.346,7.7,15.9,11.5,4.5,0.9,2.0,13.6,19.3,1.1,0.7,1.8,0.107,-0.3,-0.2,-0.4,0.3,1990,0
141,Craig Hodges,SG,29,CHI,63,1055,12.5,0.589,0.547,0.1,1.2,4.7,3.0,13.8,1.4,0.1,8.0,15.2,2.2,0.4,2.6,0.117,1.2,-1.2,0.0,0.5,1990,0
142,Mike Holton,PG,28,CHH,16,109,2.9,0.539,0.0,0.077,1.0,1.1,1.0,21.0,0.4,0.0,32.6,15.6,-0.2,0.0,-0.2,-0.081,-7.2,-3.2,-10.4,-0.2,1990,0
143,Dave Hoppen,C,25,CHH,10,135,7.7,0.441,0.0,0.244,15.1,15.2,15.1,6.3,0.7,0.5,15.0,16.9,-0.1,0.1,0.0,0.008,-5.0,-1.8,-6.8,-0.2,1990,0
144,Dennis Hopson,SG,24,NJN,79,2551,13.6,0.503,0.092,0.313,4.4,7.4,5.8,9.6,1.9,1.2,11.9,22.2,1.3,1.9,3.1,0.059,-0.6,-0.4,-1.0,0.6,1990,0
145,Tito Horford,C,24,MIL,35,236,5.1,0.351,0.0,0.387,9.1,19.7,14.3,1.1,1.0,4.3,16.2,15.4,-0.5,0.3,-0.2,-0.037,-7.2,-1.5,-8.7,-0.4,1990,0
146,Jeff Hornacek,SG,26,PHO,67,2278,19.6,0.596,0.109,0.224,4.4,10.3,7.5,21.7,2.4,0.3,11.2,20.2,5.8,2.8,8.7,0.182,3.1,1.5,4.6,3.8,1990,0
147,Ed Horton,PF,22,WSB,45,374,14.5,0.525,0.025,0.426,16.9,14.2,15.6,7.3,1.2,0.8,16.9,25.3,0.1,0.3,0.4,0.05,-2.0,-2.9,-4.9,-0.3,1990,0
148,Eddie Hughes,PG,29,DEN,60,892,8.3,0.482,0.243,0.168,1.7,6.9,4.1,15.4,2.5,0.1,15.2,11.2,0.1,0.9,1.0,0.055,-3.7,1.1,-2.6,-0.1,1990,0
149,Jay Humphries,PG,27,MIL,81,2818,16.4,0.547,0.07,0.284,3.2,7.8,5.5,24.8,2.7,0.2,11.8,19.1,5.0,2.6,7.6,0.13,0.6,0.7,1.4,2.4,1990,0
150,Byron Irvin,SG,23,POR,50,488,15.6,0.531,0.069,0.448,6.6,9.9,8.2,13.7,2.7,0.1,13.8,22.7,0.5,0.7,1.2,0.12,0.1,0.9,1.0,0.4,1990,0
151,Jaren Jackson,SG,22,NJN,28,160,10.8,0.428,0.043,0.304,10.0,5.7,8.0,12.6,3.9,0.4,18.7,24.2,-0.3,0.2,-0.1,-0.031,-3.8,0.5,-3.3,0.0,1990,0
152,Mark Jackson,PG,24,NYK,82,2428,14.3,0.492,0.175,0.22,5.0,9.4,7.3,34.0,2.2,0.1,20.4,17.7,1.6,2.1,3.7,0.074,0.9,-0.5,0.4,1.5,1990,0
153,Michael Jackson,PG,25,SAC,17,58,8.1,0.367,0.182,0.545,3.9,9.7,6.8,17.6,4.3,0.0,22.7,13.1,-0.1,0.1,0.0,-0.016,-4.5,2.1,-2.3,0.0,1990,0
154,Avery Johnson,PG,24,SEA,53,575,11.6,0.439,0.028,0.282,4.1,4.7,4.4,36.4,2.3,0.1,23.1,15.1,0.2,0.3,0.5,0.043,-0.1,-0.8,-0.8,0.2,1990,0
155,Buck Johnson,SF,26,HOU,82,2832,12.9,0.534,0.017,0.265,4.3,9.8,7.1,12.7,1.7,1.3,12.8,18.7,2.2,3.9,6.2,0.104,-1.6,1.0,-0.6,1.0,1990,0
156,Dennis Johnson,PG,35,BOS,75,2036,12.4,0.495,0.051,0.295,2.7,7.9,5.5,29.7,1.9,0.4,17.9,13.5,2.0,1.8,3.8,0.089,-0.9,0.5,-0.3,0.9,1990,0
157,Eddie Johnson,SF,30,PHO,64,1811,14.9,0.542,0.203,0.226,4.5,10.1,7.4,8.9,0.8,0.3,9.8,25.2,2.4,1.5,3.9,0.104,0.7,-1.6,-0.9,0.5,1990,0
158,Eric Johnson,PG,23,UTA,48,272,4.6,0.295,0.071,0.202,3.7,8.1,6.0,30.7,3.1,0.5,22.1,18.8,-0.8,0.4,-0.4,-0.065,-7.3,0.4,-6.9,-0.3,1990,0
159,Kevin Johnson,PG,23,PHO,74,2782,22.8,0.585,0.035,0.516,1.8,8.4,5.3,44.4,1.6,0.3,15.6,25.0,9.0,2.6,11.6,0.2,5.3,-0.4,5.0,4.9,1990,2
160,Magic Johnson,PG,30,LAL,79,2937,26.6,0.622,0.243,0.56,5.2,14.8,10.2,45.5,2.2,0.7,16.9,24.8,12.8,3.8,16.5,0.27,8.3,1.8,10.1,8.9,1990,1
161,Marques Johnson,SF,33,GSW,10,99,8.5,0.507,0.094,0.531,9.1,9.2,9.2,11.9,0.0,0.6,20.2,19.9,0.0,0.0,0.0,-0.016,-1.8,-3.1,-4.9,-0.1,1990,0
162,Steve Johnson,C,32,TOT,25,259,9.6,0.545,0.0,0.38,8.3,16.1,12.0,9.7,0.6,1.2,22.4,22.4,-0.1,0.2,0.0,0.006,-4.7,-0.7,-5.3,-0.2,1990,0
163,Vinnie Johnson,SG,33,DET,82,1972,12.9,0.467,0.044,0.253,6.3,8.5,7.4,19.2,1.8,0.4,12.5,21.5,0.5,2.8,3.2,0.079,-1.0,0.9,-0.1,0.9,1990,0
164,Nate Johnston,PF-SF,23,TOT,21,87,14.1,0.428,0.083,0.271,16.4,12.7,14.5,1.6,1.6,5.6,10.0,27.6,-0.1,0.2,0.1,0.05,-3.5,-1.0,-4.5,-0.1,1990,0
165,Anthony Jones,SG,27,DAL,66,650,7.6,0.435,0.067,0.356,5.9,8.4,7.2,6.3,2.5,1.5,15.8,18.0,-0.8,0.8,0.0,-0.001,-4.6,0.6,-4.0,-0.3,1990,0
166,Caldwell Jones,PF,39,SAS,72,885,7.2,0.516,0.035,0.375,10.0,19.1,14.6,2.9,1.1,1.9,22.2,10.1,0.0,1.3,1.3,0.072,-4.6,0.5,-4.0,-0.5,1990,0
167,Charles Jones,C,32,WSB,81,2240,9.2,0.554,0.0,0.568,6.9,17.4,12.1,7.2,1.1,5.0,24.7,5.6,1.0,2.8,3.8,0.082,-3.1,2.7,-0.5,0.9,1990,0
168,Michael Jordan,SG,26,CHI,82,3197,31.2,0.606,0.125,0.356,5.3,15.6,10.4,28.6,3.5,1.1,9.8,33.7,14.7,4.3,19.0,0.285,9.1,2.1,11.2,10.6,1990,1
169,Shawn Kemp,PF,20,SEA,81,1120,15.9,0.531,0.028,0.375,14.7,21.8,18.1,3.4,2.1,4.0,17.8,22.4,0.5,1.6,2.1,0.092,-2.2,0.2,-2.0,0.0,1990,0
170,Tim Kempton,PF,26,DEN,71,1061,10.7,0.529,0.003,0.365,4.7,17.5,10.8,14.0,1.3,0.5,18.1,16.3,0.1,1.2,1.3,0.06,-2.7,0.3,-2.4,-0.1,1990,0
171,Steve Kerr,PG,24,CLE,78,1664,12.0,0.56,0.333,0.169,0.8,5.8,3.3,21.5,1.4,0.3,13.8,14.0,2.1,1.1,3.2,0.093,-0.3,-0.5,-0.8,0.5,1990,0
172,Jerome Kersey,SF,27,POR,82,2843,15.7,0.521,0.018,0.359,9.5,17.0,13.2,9.2,2.0,1.3,10.3,19.4,4.1,4.7,8.8,0.148,0.5,1.2,1.8,2.7,1990,0
173,Randolph Keys,SF,23,TOT,80,1615,10.9,0.474,0.063,0.206,6.8,11.0,8.8,8.6,2.1,0.3,10.2,21.9,-0.5,1.5,1.0,0.03,-3.4,-0.6,-4.0,-0.8,1990,0
174,Stan Kimbrough,PG,23,DET,10,50,12.1,0.474,0.0,0.125,9.1,6.8,8.0,14.3,4.1,0.0,19.2,18.0,0.0,0.1,0.1,0.074,-2.0,3.6,1.6,0.0,1990,0
175,Bernard King,SF,33,WSB,82,2687,18.8,0.545,0.016,0.352,5.1,11.1,8.1,21.8,0.9,0.1,12.8,29.4,4.1,1.4,5.5,0.099,2.3,-1.9,0.5,1.7,1990,0
176,Stacey King,PF,23,CHI,82,1777,13.8,0.562,0.002,0.504,11.2,14.3,12.8,6.6,1.1,2.1,15.5,18.4,2.2,1.4,3.6,0.098,-1.4,-1.6,-3.0,-0.4,1990,0
177,Greg Kite,C,28,SAC,71,1515,7.0,0.446,0.004,0.231,9.8,18.3,14.1,6.5,1.0,2.0,22.8,9.5,-0.6,1.5,0.8,0.026,-4.2,0.4,-3.8,-0.7,1990,0
178,Joe Kleine,C,28,BOS,81,1365,10.5,0.529,0.011,0.272,10.0,18.3,14.4,4.3,0.5,1.1,13.5,14.7,1.0,1.3,2.3,0.082,-2.5,-1.2,-3.7,-0.6,1990,0
179,Jon Koncak,C,26,ATL,54,977,8.7,0.612,0.008,0.622,6.7,20.3,13.3,3.0,1.9,2.1,22.5,9.0,0.4,1.0,1.4,0.068,-3.2,1.5,-1.7,0.1,1990,0
180,Frank Kornet,PF,23,MIL,57,438,6.1,0.431,0.175,0.342,6.4,12.2,9.3,6.3,1.6,0.4,14.9,14.8,-0.3,0.4,0.0,0.003,-4.5,-1.0,-5.5,-0.4,1990,0
181,Larry Krystkowiak,PF,25,MIL,16,381,7.6,0.423,0.017,0.28,4.7,18.3,11.4,8.9,1.3,0.3,12.5,16.7,-0.3,0.4,0.1,0.01,-4.7,-0.7,-5.5,-0.3,1990,0
182,Bill Laimbeer,C,32,DET,81,2675,15.8,0.564,0.201,0.245,7.1,26.0,16.6,9.1,1.1,2.0,10.1,15.6,4.7,5.4,10.1,0.182,0.9,2.4,3.3,3.6,1990,0
183,Jerome Lane,PF,23,DEN,67,956,12.8,0.462,0.016,0.388,14.9,25.3,19.8,14.0,2.5,1.0,19.0,18.3,-0.4,1.6,1.2,0.062,-3.2,0.9,-2.3,-0.1,1990,0
184,Andrew Lang,C,23,PHO,74,1011,13.2,0.594,0.0,0.563,9.6,19.2,14.7,2.6,1.0,7.4,15.9,10.6,1.1,1.9,3.0,0.144,-2.0,3.4,1.4,0.9,1990,0
185,Jeff Lebo,SG,23,SAS,4,32,5.8,0.381,0.0,0.286,7.2,6.9,7.0,11.8,3.0,0.0,11.3,11.5,0.0,0.0,0.0,0.065,-4.9,3.0,-1.9,0.0,1990,0
186,Eric Leckner,C,23,UTA,77,764,12.1,0.613,0.0,0.491,7.9,20.8,14.7,3.7,1.0,1.9,18.9,19.0,0.6,1.1,1.7,0.107,-4.0,0.1,-3.9,-0.4,1990,0
187,Tim Legler,SG,23,PHO,11,83,6.7,0.442,0.034,0.207,5.6,5.0,5.3,9.5,1.1,0.0,11.2,17.7,0.0,0.1,0.0,0.023,-5.4,-2.2,-7.6,-0.1,1990,0
188,Gary Leonard,C,22,MIN,22,127,6.2,0.431,0.032,0.452,8.9,17.1,12.8,1.2,1.2,4.7,17.7,15.7,-0.2,0.2,0.0,-0.01,-8.0,-0.4,-8.4,-0.2,1990,0
189,Jim Les,PG,26,TOT,7,92,9.3,0.535,0.071,1.214,3.8,4.9,4.3,29.2,1.6,0.0,31.8,14.4,0.0,0.1,0.1,0.026,-2.6,-1.4,-4.0,0.0,1990,0
190,Clifford Lett,PG,24,CHI,4,28,-9.0,0.25,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,20.0,15.3,-0.1,0.0,-0.1,-0.203,-16.3,-5.4,-21.7,-0.1,1990,0
191,Fat Lever,SG,29,DEN,79,2832,19.9,0.504,0.068,0.263,8.0,19.8,13.6,24.8,2.7,0.3,9.8,21.9,4.6,4.2,8.8,0.149,3.4,1.5,4.9,4.9,1990,0
192,Cliff Levingston,PF,29,ATL,75,1706,12.1,0.54,0.012,0.288,7.4,14.3,10.8,6.3,1.6,1.5,9.3,12.9,2.4,1.0,3.4,0.096,-0.7,0.0,-0.7,0.5,1990,0
193,Ralph Lewis,SG-SF,26,TOT,7,26,13.2,0.635,0.0,0.286,16.5,9.3,13.1,0.0,1.9,0.0,20.2,16.2,0.0,0.0,0.0,0.088,-1.2,-2.2,-3.5,0.0,1990,0
194,Reggie Lewis,SG,24,BOS,79,2522,16.8,0.545,0.014,0.291,5.0,9.9,7.6,12.9,1.7,1.4,8.9,22.5,4.2,2.5,6.7,0.128,0.8,0.2,0.9,1.9,1990,0
195,Todd Lichti,SG,23,DEN,79,1326,12.3,0.533,0.027,0.339,3.6,8.6,6.0,11.7,1.9,0.6,13.9,20.2,0.5,1.3,1.8,0.066,-2.0,-0.2,-2.3,-0.1,1990,0
196,Alton Lister,C,31,GSW,3,40,10.9,0.542,0.125,0.875,14.0,7.6,10.7,6.4,1.1,0.0,0.0,11.0,0.1,0.0,0.1,0.125,0.3,-1.0,-0.6,0.0,1990,0
197,Lewis Lloyd,SG,30,TOT,21,123,11.6,0.575,0.0,0.302,7.0,8.4,7.7,14.4,1.2,0.0,25.0,26.5,-0.2,0.1,0.0,-0.012,-3.1,-1.8,-4.9,-0.1,1990,0
198,Brad Lohaus,PF,25,TOT,80,1943,13.6,0.517,0.207,0.155,5.7,18.5,11.9,13.0,1.5,2.9,13.3,17.9,0.9,2.4,3.3,0.082,-0.6,0.9,0.3,1.1,1990,0
199,Grant Long,PF,23,MIA,81,1856,11.6,0.538,0.006,0.453,8.9,15.2,12.0,7.2,2.3,1.2,17.9,16.9,0.6,2.1,2.7,0.07,-3.0,0.8,-2.3,-0.1,1990,0
200,John Long,SG,33,ATL,48,1030,10.7,0.495,0.076,0.143,2.8,6.5,4.6,11.8,2.2,0.3,15.5,19.7,-0.1,0.4,0.2,0.01,-2.0,-0.9,-2.9,-0.2,1990,0
201,Sidney Lowe,PG,30,MIN,80,1744,8.7,0.37,0.039,0.236,2.7,9.0,5.6,26.5,2.2,0.2,20.0,8.0,0.1,1.4,1.5,0.04,-3.3,0.6,-2.7,-0.3,1990,0
202,John Lucas,PG,36,HOU,49,938,11.5,0.454,0.299,0.189,2.2,7.9,5.1,33.2,2.3,0.1,21.2,17.3,-0.2,1.2,1.0,0.052,-1.0,0.1,-0.9,0.3,1990,0
203,Rick Mahorn,PF,31,PHI,75,2271,13.9,0.546,0.014,0.406,8.4,19.9,14.2,5.9,1.0,2.7,12.3,15.8,2.7,2.7,5.3,0.113,-0.7,0.3,-0.4,0.9,1990,0
204,Dan Majerle,SG,24,PHO,73,2244,13.5,0.498,0.115,0.372,7.5,13.1,10.5,11.0,2.1,0.8,9.2,16.5,2.6,2.9,5.5,0.118,0.1,1.1,1.3,1.9,1990,0
205,Jeff Malone,SG,28,WSB,75,2567,18.5,0.529,0.004,0.184,2.3,6.4,4.3,15.7,0.9,0.1,6.8,29.4,4.4,0.8,5.2,0.098,2.2,-2.2,0.0,1.3,1990,0
206,Karl Malone,PF,26,UTA,82,3122,27.2,0.626,0.026,0.561,9.3,24.0,17.1,13.2,1.9,1.0,13.0,32.6,10.5,5.4,15.9,0.245,5.9,0.5,6.4,6.6,1990,1
207,Moses Malone,C,34,ATL,81,2735,20.2,0.564,0.008,0.586,15.0,19.4,17.1,7.0,0.9,1.9,14.6,24.3,6.0,1.7,7.7,0.134,2.6,-2.4,0.3,1.6,1990,0
208,Danny Manning,PF,23,LAC,71,2269,16.3,0.584,0.006,0.448,7.2,13.9,10.6,12.8,1.9,1.0,16.0,21.7,2.9,2.4,5.3,0.112,0.2,0.2,0.4,1.4,1990,0
209,Roy Marble,SG,23,ATL,24,162,5.5,0.36,0.034,0.5,10.4,6.6,8.5,8.9,2.2,0.4,16.5,21.9,-0.4,0.1,-0.3,-0.089,-5.0,-2.4,-7.4,-0.2,1990,0
210,Šarūnas Marčiulionis,SG,25,GSW,75,1695,15.5,0.616,0.07,0.724,5.6,8.2,7.0,10.0,2.5,0.2,15.7,20.5,3.1,0.7,3.8,0.107,-0.2,-0.6,-0.8,0.5,1990,0
211,Jeff Martin,SG,23,LAC,69,1351,8.7,0.46,0.036,0.312,6.7,6.8,6.7,4.6,1.5,0.7,9.1,16.0,0.0,0.9,0.9,0.031,-2.8,-1.1,-4.0,-0.7,1990,0
212,Anthony Mason,PF,23,NJN,21,108,6.9,0.397,0.0,0.375,10.2,24.2,16.7,9.7,0.9,1.1,19.1,21.4,-0.2,0.1,-0.1,-0.055,-6.6,-1.0,-7.6,-0.2,1990,0
213,Wes Matthews,PG,30,ATL,1,13,19.6,0.515,0.333,0.667,0.0,0.0,0.0,48.7,0.0,0.0,0.0,12.5,0.1,0.0,0.1,0.196,7.6,-1.8,5.8,0.0,1990,0
214,Vernon Maxwell,SG,24,TOT,79,1987,11.5,0.496,0.167,0.337,2.9,9.6,6.3,20.5,2.0,0.3,16.6,17.8,0.3,2.5,2.8,0.068,-1.6,0.5,-1.1,0.5,1990,0
215,Bob McCann,SF,25,DAL,10,62,12.4,0.479,0.0,0.667,7.4,14.4,11.0,13.7,1.6,2.0,18.1,23.5,0.0,0.1,0.1,0.041,-3.2,-0.9,-4.0,0.0,1990,0
216,Mel McCants,SF,22,LAL,13,65,5.1,0.373,0.0,0.308,1.8,8.5,5.3,4.1,2.3,0.9,3.3,20.0,-0.1,0.1,0.0,-0.003,-6.9,-0.4,-7.3,-0.1,1990,0
217,George McCloud,SF,22,IND,44,413,4.6,0.387,0.278,0.132,3.6,8.1,5.9,14.7,2.3,0.4,19.1,19.8,-0.9,0.3,-0.7,-0.079,-5.8,-1.1,-6.8,-0.5,1990,0
218,Tim McCormick,C,27,HOU,18,116,2.6,0.401,0.0,0.655,7.4,17.0,12.3,3.3,1.2,0.5,21.1,16.6,-0.3,0.2,-0.1,-0.032,-8.6,-1.2,-9.9,-0.2,1990,0
219,Rodney McCray,SF,28,SAC,82,3238,16.7,0.568,0.04,0.334,6.7,16.6,11.7,17.4,0.9,1.3,12.7,18.3,5.4,2.5,7.9,0.118,2.0,0.0,2.0,3.3,1990,0
220,Xavier McDaniel,SF,26,SEA,69,2432,17.9,0.533,0.014,0.27,7.7,14.2,10.8,11.4,1.5,1.0,11.9,26.9,3.6,1.8,5.4,0.106,1.7,-1.1,0.6,1.6,1990,0
221,Mike McGee,SF,30,PHO,14,280,9.8,0.53,0.264,0.241,4.6,9.2,7.1,7.7,1.4,0.2,12.7,16.3,0.1,0.3,0.4,0.064,-1.3,-1.1,-2.4,0.0,1990,0
222,Kevin McHale,PF,32,BOS,82,2722,21.8,0.623,0.058,0.373,8.6,18.4,13.7,9.5,0.5,3.3,11.7,24.1,7.8,3.3,11.1,0.195,3.2,0.3,3.4,3.8,1990,0
223,Derrick McKey,SF,23,SEA,80,2748,15.6,0.557,0.024,0.425,7.0,14.2,10.4,9.7,1.6,1.9,14.6,20.0,4.0,2.3,6.3,0.11,0.9,0.2,1.1,2.2,1990,0
224,Carlton McKinney,SG,25,LAC,7,104,0.6,0.267,0.031,0.125,4.5,8.7,6.6,8.8,2.8,0.6,17.2,16.4,-0.4,0.1,-0.3,-0.121,-9.2,-0.8,-10.0,-0.2,1990,0
225,Nate McMillan,SG,25,SEA,82,2338,14.4,0.517,0.071,0.349,6.1,14.4,10.1,32.7,3.0,1.0,27.0,12.4,2.3,2.6,4.9,0.101,0.4,2.2,2.6,2.7,1990,0
226,Mark McNamara,C,30,LAL,33,190,11.3,0.492,0.0,0.465,13.8,23.9,19.0,2.4,0.5,0.3,16.9,28.0,-0.2,0.2,0.1,0.015,-5.4,-3.6,-9.0,-0.3,1990,0
227,Scott Meents,PF,26,SEA,26,148,11.9,0.508,0.0,0.523,5.3,19.0,11.9,6.4,1.4,1.3,14.3,17.8,0.1,0.1,0.2,0.066,-1.7,0.1,-1.6,0.0,1990,0
228,Reggie Miller,SG,24,IND,82,3192,20.8,0.645,0.281,0.487,3.7,7.0,5.4,15.1,1.7,0.3,12.4,24.2,10.8,1.3,12.1,0.182,4.9,-0.9,4.0,4.8,1990,0
229,Sam Mitchell,PF,26,MIN,80,2414,13.7,0.512,0.011,0.418,8.4,14.9,11.5,6.0,1.4,1.5,8.9,19.8,2.8,2.3,5.1,0.102,-1.5,-0.9,-2.4,-0.3,1990,0
230,Paul Mokeski,C,33,CLE,38,449,7.7,0.455,0.007,0.24,6.7,18.1,12.4,5.7,0.9,1.3,13.6,18.5,-0.4,0.5,0.2,0.018,-6.3,-0.5,-6.7,-0.5,1990,0
231,Johnny Moore,PG,31,SAS,53,516,8.1,0.428,0.27,0.214,3.6,7.6,5.7,20.7,3.0,0.4,22.0,14.2,-0.4,0.7,0.3,0.029,-3.8,1.1,-2.7,-0.1,1990,0
232,Chris Morris,SF,24,NJN,80,2449,14.8,0.493,0.181,0.297,7.9,10.6,9.2,9.5,2.6,1.9,13.3,22.8,0.5,2.6,3.2,0.062,0.3,0.3,0.6,1.6,1990,0
233,Mike Morrison,SG,22,PHO,36,153,4.2,0.443,0.103,0.441,5.4,8.8,7.2,9.7,0.6,0.0,22.1,28.1,-0.5,0.1,-0.3,-0.106,-7.4,-3.1,-10.5,-0.3,1990,0
234,John Morton,SG,22,CLE,37,402,5.9,0.388,0.186,0.385,1.9,7.0,4.5,24.2,2.3,0.6,21.3,25.8,-1.3,0.4,-0.9,-0.109,-6.0,-1.7,-7.7,-0.6,1990,0
235,Chris Mullin,SF,26,GSW,78,2830,22.7,0.643,0.184,0.447,5.2,12.0,8.7,17.5,2.0,0.9,13.6,24.8,8.9,1.3,10.2,0.174,5.6,-0.7,5.0,5.0,1990,3
236,Tod Murphy,C,26,MIN,82,2493,13.0,0.53,0.078,0.368,9.4,18.3,13.6,6.4,1.6,1.6,8.7,12.4,3.3,2.8,6.1,0.117,-0.7,0.2,-0.4,1.0,1990,0
237,Pete Myers,SG,26,TOT,52,751,9.8,0.454,0.031,0.444,4.6,9.4,6.9,25.9,2.3,0.9,22.0,18.6,-0.6,0.7,0.0,0.003,-3.8,-0.2,-3.9,-0.4,1990,0
238,Larry Nance,PF,30,CLE,62,2065,19.1,0.554,0.001,0.296,8.7,19.4,14.0,12.8,1.3,3.5,10.8,21.4,3.5,3.0,6.5,0.152,1.4,1.3,2.7,2.4,1990,0
239,Calvin Natt,SF,33,IND,14,164,14.4,0.701,0.0,0.71,7.5,17.0,12.5,7.5,0.3,0.0,10.9,12.1,0.5,0.1,0.5,0.159,0.8,-1.2,-0.4,0.1,1990,0
240,Ed Nealy,PF,29,CHI,46,503,11.1,0.591,0.029,0.586,10.8,21.7,16.2,6.8,1.6,0.5,16.2,8.9,0.7,0.5,1.3,0.122,-1.4,0.2,-1.2,0.1,1990,0
241,Chuck Nevitt,C,30,HOU,3,9,12.1,1.0,0.0,0.0,0.0,34.6,17.6,16.9,0.0,6.5,50.0,18.0,0.0,0.0,0.0,0.037,-6.9,9.3,2.3,0.0,1990,0
242,Johnny Newman,SF,26,NYK,80,2277,12.7,0.562,0.181,0.38,3.0,6.2,4.7,11.3,2.0,0.6,13.5,19.4,2.8,1.7,4.5,0.095,-1.1,0.0,-1.1,0.5,1990,0
243,Kurt Nimphius,C,31,PHI,38,314,7.9,0.432,0.011,0.33,8.0,14.0,11.0,2.6,0.6,3.5,10.3,15.7,-0.2,0.3,0.1,0.02,-4.7,-1.0,-5.7,-0.3,1990,0
244,Dyron Nix,SF,22,IND,20,109,8.2,0.424,0.0,0.41,9.0,18.4,14.0,6.4,1.4,0.5,13.2,21.1,-0.1,0.1,0.0,-0.015,-4.3,-1.5,-5.8,-0.1,1990,0
245,Ken Norman,SF,25,LAC,70,2334,14.6,0.534,0.017,0.255,7.1,15.8,11.5,10.9,1.6,1.5,15.3,22.3,0.4,2.6,2.9,0.061,-0.6,-0.4,-0.9,0.6,1990,0
246,Charles Oakley,PF,26,NYK,61,2196,15.9,0.58,0.005,0.445,13.4,23.0,18.4,9.3,1.4,0.4,17.7,17.6,3.2,2.8,6.0,0.131,0.3,-0.6,-0.3,0.9,1990,0
